Incidence_record_ID;Article_ID;Analysis_taxon_key;Organ_primary;Chemical_entity_ID;DOI;WCVP_taxon_id;Taxon_current_analysis;Genus_current_analysis;Species_current_analysis;Taxon_analysis_level;Species_ready_source;Entity_name_analysis;Domain_analysis;Class_original_analysis;Class_analysis;Class_confidence_analysis;Class_resolved;Metabolite_scope;Sulfated_flag;Exact_structure_ID_analysis;Exact_structure_resolved;Structure_status_analysis;Validated_PubChem_CID_analysis;Validated_InChIKey_analysis;Molecular_formula_analysis;Molecular_weight_analysis;Evidence_record_count;Evidence_record_IDs;Source_record_IDs;Compound_IDs;Best_evidence_grade;Methods_combined;Method_GC;Method_LC;Method_NMR_isolation;Method_MS;Method_other_assay;Method_unspecified;Chemical_entity_ID_original;Strict_sensitivity_scope;Curation_flag
I04C01841;L225;WCVP_114913;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3177;O3177;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01842;L225;WCVP_114941;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;114941.0;Livistona jenkinsiana;Livistona;Livistona jenkinsiana;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3178;O3178;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01843;L225;WCVP_114941;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;114941.0;Livistona jenkinsiana;Livistona;Livistona jenkinsiana;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3179;O3179;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01844;L225;WCVP_14517;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;14517.0;Areca catechu;Areca;Areca catechu;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3140;O3140;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01845;L225;WCVP_14517;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;14517.0;Areca catechu;Areca;Areca catechu;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3141;O3141;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01846;L225;WCVP_14645;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;14645.0;Areca triandra;Areca;Areca triandra;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3142;O3142;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01847;L225;WCVP_14645;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;14645.0;Areca triandra;Areca;Areca triandra;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3143;O3143;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01848;L225;WCVP_152694;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;152694.0;Phoenix paludosa;Phoenix;Phoenix paludosa;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3180;O3180;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01849;L225;WCVP_152694;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;152694.0;Phoenix paludosa;Phoenix;Phoenix paludosa;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3181;O3181;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01850;L225;WCVP_152708;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3182;O3182;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01851;L225;WCVP_152708;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3183;O3183;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01852;L225;WCVP_180149;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;180149.0;Roystonea regia;Roystonea;Roystonea regia;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3163;O3163;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01853;L225;WCVP_180149;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;180149.0;Roystonea regia;Roystonea;Roystonea regia;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3164;O3164;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01854;L225;WCVP_20603;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;20603.0;Bentinckia nicobarica;Bentinckia;Bentinckia nicobarica;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3146;O3146;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01855;L225;WCVP_20603;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;20603.0;Bentinckia nicobarica;Bentinckia;Bentinckia nicobarica;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3147;O3147;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01856;L225;WCVP_20603;Fruit;CHEM0249;10.1016/j.bse.2005.11.011;20603.0;Bentinckia nicobarica;Bentinckia;Bentinckia nicobarica;Current species;True;p-Coumaric acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0146;1;Provisional exact structure accepted;637542.0;NGSWKAQJJWESNS-ZZXKWVIFSA-N;C9H8O3;164.16;1;E-O3148;O3148;C0275;B;TLC and HPLC;0;1;0;0;0;0;CHEM0249;1;LEGACY_CURATED
I04C01857;L225;WCVP_23006;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;23006.0;Borassus flabellifer;Borassus;Borassus flabellifer;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3168;O3168;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01858;L225;WCVP_23006;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;23006.0;Borassus flabellifer;Borassus;Borassus flabellifer;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3169;O3169;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01859;L225;WCVP_34778;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;34778.0;Caryota mitis;Caryota;Caryota mitis;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3152;O3152;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01860;L225;WCVP_34778;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;34778.0;Caryota mitis;Caryota;Caryota mitis;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3153;O3153;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01861;L225;WCVP_34805;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;34805.0;Caryota urens;Caryota;Caryota urens;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3154;O3154;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01862;L225;WCVP_34805;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;34805.0;Caryota urens;Caryota;Caryota urens;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3155;O3155;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01863;L225;WCVP_44645;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3156;O3156;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01864;L225;WCVP_44645;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3157;O3157;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01865;L225;WCVP_66337;Fruit;CHEM0041;10.1016/j.bse.2005.11.011;66337.0;Elaeis guineensis;Elaeis;Elaeis guineensis;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O3161;O3161;C0042;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0041;1;LEGACY_CURATED
I04C01866;L225;WCVP_66337;Fruit;CHEM0175;10.1016/j.bse.2005.11.011;66337.0;Elaeis guineensis;Elaeis;Elaeis guineensis;Current species;True;Ferulic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0093;1;Provisional exact structure accepted;445858.0;KSEBMYQBYZTDHS-HWKANZROSA-N;C10H10O4;194.18;1;E-O3162;O3162;C0186;A;"Alkaline hydrolysis; TLC/UV quantification; HPLC and ESI-MS confirmation";0;1;0;1;0;0;CHEM0175;1;LEGACY_CURATED
I04C01867;L226;WCVP_44645;Flower/inflorescence;CHEM0104;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Caproic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0055;1;Provisional exact structure accepted;8892.0;FUZZWVXGSFPDMH-UHFFFAOYSA-N;C6H12O2;116.16;2;E-O3200 | E-O3201;O3200 | O3201;C0209;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0104;1;LEGACY_CURATED
I04C01868;L226;WCVP_44645;Flower/inflorescence;CHEM0146;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Dodecanoic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0074;1;Provisional exact structure accepted;3893.0;POULHZVOKOAJMA-UHFFFAOYSA-N;C12H24O2;200.32;2;E-O3216 | E-O3217;O3216 | O3217;C0233;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0146;1;LEGACY_CURATED
I04C01869;L226;WCVP_44645;Flower/inflorescence;CHEM0166;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Ethyl decanoate;Lipids and lipid-like molecules;Fatty acid esters;Fatty acid esters;High;1;1;0;STR0085;1;Provisional exact structure accepted;8048.0;RGXWDWUGBIJHDO-UHFFFAOYSA-N;C12H24O2;200.32;1;E-O3209;O3209;C0176;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0166;1;LEGACY_CURATED
I04C01870;L226;WCVP_44645;Flower/inflorescence;CHEM0167;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Ethyl dodecanoate;Lipids and lipid-like molecules;Fatty acid esters;Fatty acid esters;High;1;1;0;STR0086;1;Provisional exact structure accepted;7800.0;MMXKVMNBHPAILY-UHFFFAOYSA-N;C14H28O2;228.37;1;E-O3218;O3218;C0177;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0167;1;LEGACY_CURATED
I04C01871;L226;WCVP_44645;Flower/inflorescence;CHEM0173;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Ethyl octanoate;Lipids and lipid-like molecules;Fatty acid esters;Fatty acid esters;High;1;1;0;STR0091;1;Provisional exact structure accepted;7799.0;YYZUSRORWSJGET-UHFFFAOYSA-N;C10H20O2;172.26;1;E-O3205;O3205;C0183;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0173;1;LEGACY_CURATED
I04C01872;L226;WCVP_44645;Flower/inflorescence;CHEM0192;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Hexadecanoic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0107;1;Provisional exact structure accepted;985.0;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.42;3;E-O3230 | E-O3231 | E-O3232;O3230 | O3231 | O3232;C0277;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0192;1;LEGACY_CURATED
I04C01873;L226;WCVP_44645;Flower/inflorescence;CHEM0228;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Myristic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0132;1;Provisional exact structure accepted;11005.0;TUNFSRHWOTWDNC-UHFFFAOYSA-N;C14H28O2;228.37;2;E-O3224 | E-O3225;O3224 | O3225;C0252;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0228;1;LEGACY_CURATED
I04C01874;L226;WCVP_44645;Flower/inflorescence;CHEM0250;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Palmitoleic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0147;1;Provisional exact structure accepted;445638.0;SECPZKHBENQXJG-FPLPWBNLSA-N;C16H30O2;254.41;3;E-O3227 | E-O3228 | E-O3229;O3227 | O3228 | O3229;C0278;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0250;1;LEGACY_CURATED
I04C01875;L226;WCVP_44645;Flower/inflorescence;CHEM0385;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Cetane;Lipids and lipid-like molecules;Other or unresolved chemical entity;Hydrocarbons;Low;1;1;0;STR0216;1;Provisional exact structure accepted;11006.0;DCAYPVUWAIABOU-UHFFFAOYSA-N;C16H34;226.44;2;E-O3219 | E-O3220;O3219 | O3220;C0865;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0385;1;CURATED
I04C01876;L226;WCVP_44645;Flower/inflorescence;CHEM0497;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;n-Hexanol;Other specialized metabolites;Volatile;Volatile organic compounds;Medium;1;1;0;STR0278;1;Provisional exact structure accepted;8103.0;ZSIAUFGUXNUGDI-UHFFFAOYSA-N;C6H14O;102.17;2;E-O3198 | E-O3199;O3198 | O3199;C0654;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0497;1;LEGACY_CURATED
I04C01877;L226;WCVP_44645;Flower/inflorescence;CHEM0501;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Nonanoic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0282;1;Provisional exact structure accepted;8158.0;FBUKVWPVBMHYJY-UHFFFAOYSA-N;C9H18O2;158.24;1;E-O3208;O3208;C0563;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0501;1;LEGACY_CURATED
I04C01878;L226;WCVP_44645;Flower/inflorescence;CHEM0579;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;3-Methyl-1-butanol;Phenylpropanoids and polyketides;Other phenolics;Other phenolics;High;1;1;0;STR0330;1;Provisional exact structure accepted;31260.0;PHTQWCKDNZKARW-UHFFFAOYSA-N;C5H12O;88.15;1;E-O3194;O3194;C0860;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0579;1;LEGACY_CURATED
I04C01879;L226;WCVP_44645;Flower/inflorescence;CHEM0624;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Ethyl lactate;Other specialized metabolites;Volatile organic compound;Volatile organic compounds;Medium;1;1;0;STR0367;1;Provisional exact structure accepted;7344.0;LZCLXQDLBQLTDK-UHFFFAOYSA-N;C5H10O3;118.13;3;E-O3195 | E-O3196 | E-O3197;O3195 | O3196 | O3197;C0703;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0624;1;LEGACY_CURATED
I04C01880;L226;WCVP_44645;Flower/inflorescence;CHEM0764;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Farnesol;Terpenoids and steroids;Sesquiterpenoids;Sesquiterpenoids;High;1;1;0;;0;Candidate pending source verification;;;C15H26O;222.37;2;E-O3222 | E-O3223;O3222 | O3223;C0845;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0764;1;LEGACY_CURATED
I04C01881;L226;WCVP_44645;Flower/inflorescence;CHEM0768;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Dodecane;Lipids and lipid-like molecules;Hydrocarbons;Hydrocarbons;High;1;1;0;STR0415;1;Provisional exact structure accepted;8182.0;SNRUBQQJIBEYMU-UHFFFAOYSA-N;C12H26;170.33;2;E-O3206 | E-O3207;O3206 | O3207;C0849;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0768;1;LEGACY_CURATED
I04C01882;L226;WCVP_44645;Flower/inflorescence;CHEM0770;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Pentadecane;Lipids and lipid-like molecules;Hydrocarbons;Hydrocarbons;High;1;1;0;STR0417;1;Provisional exact structure accepted;12391.0;YCOZIPAWZNQLMR-UHFFFAOYSA-N;C15H32;212.41;2;E-O3213 | E-O3214;O3213 | O3214;C0851;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0770;1;LEGACY_CURATED
I04C01883;L226;WCVP_44645;Flower/inflorescence;CHEM0776;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;2-Methyltetrahydrofuran;Other specialized metabolites;Volatile organic compound;Volatile organic compounds;Medium;1;1;0;STR0422;1;Provisional exact structure accepted;7301.0;JWUJQDFVADABEY-UHFFFAOYSA-N;C5H10O;86.13;2;E-O3188 | E-O3189;O3188 | O3189;C0857;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0776;1;LEGACY_CURATED
I04C01884;L226;WCVP_44645;Flower/inflorescence;CHEM0777;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;3-Hydroxy-2-pentanone;Other specialized metabolites;Volatile organic compound;Volatile organic compounds;Medium;1;1;0;STR0423;1;Provisional exact structure accepted;62484.0;HDKKRASBPHFULQ-UHFFFAOYSA-N;C5H10O2;102.13;2;E-O3190 | E-O3191;O3190 | O3191;C0858;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0777;1;LEGACY_CURATED
I04C01885;L226;WCVP_44645;Flower/inflorescence;CHEM0778;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;2-Hydroxy-3-pentanone;Other specialized metabolites;Volatile organic compound;Volatile organic compounds;Medium;1;1;0;STR0424;1;Provisional exact structure accepted;521790.0;QMXCHEVUAIPIRM-UHFFFAOYSA-N;C5H10O2;102.13;2;E-O3192 | E-O3193;O3192 | O3193;C0859;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0778;1;LEGACY_CURATED
I04C01886;L226;WCVP_44645;Flower/inflorescence;CHEM0779;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;2-Phenylethanol;Terpenoids and steroids;Other terpenoids;Other terpenoids;High;1;1;0;STR0425;1;Provisional exact structure accepted;6054.0;WRMNZCZEMHIOCP-UHFFFAOYSA-N;C8H10O;122.16;3;E-O3202 | E-O3203 | E-O3204;O3202 | O3203 | O3204;C0861;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0779;1;LEGACY_CURATED
I04C01887;L226;WCVP_44645;Flower/inflorescence;CHEM0780;10.1016/j.foodchem.2006.02.026;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Tetradecane;Other specialized metabolites;Volatile organic compound;Volatile organic compounds;Medium;1;1;0;STR0426;1;Provisional exact structure accepted;12389.0;BGHCVCJVXZWKCC-UHFFFAOYSA-N;C14H30;198.39;2;E-O3210 | E-O3211;O3210 | O3211;C0862;A;"Simultaneous distillation-extraction; GC-MS";1;0;0;1;0;0;CHEM0780;1;LEGACY_CURATED
