Incidence_record_ID;Article_ID;Analysis_taxon_key;Organ_primary;Chemical_entity_ID;DOI;WCVP_taxon_id;Taxon_current_analysis;Genus_current_analysis;Species_current_analysis;Taxon_analysis_level;Species_ready_source;Entity_name_analysis;Domain_analysis;Class_original_analysis;Class_analysis;Class_confidence_analysis;Class_resolved;Metabolite_scope;Sulfated_flag;Exact_structure_ID_analysis;Exact_structure_resolved;Structure_status_analysis;Validated_PubChem_CID_analysis;Validated_InChIKey_analysis;Molecular_formula_analysis;Molecular_weight_analysis;Evidence_record_count;Evidence_record_IDs;Source_record_IDs;Compound_IDs;Best_evidence_grade;Methods_combined;Method_GC;Method_LC;Method_NMR_isolation;Method_MS;Method_other_assay;Method_unspecified;Chemical_entity_ID_original;Strict_sensitivity_scope;Curation_flag
I04C00001;L01;WCVP_114905;Leaf;CHEM0056;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Apigenin;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;STR0031;1;Provisional exact structure accepted;5280443.0;KZNIFHPLKGYRTM-UHFFFAOYSA-N;C15H10O5;270.24;1;E-O014;O014;C0058;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0056;1;LEGACY_CURATED
I04C00002;L01;WCVP_114905;Leaf;CHEM0181;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Genkwanin 6-C-beta-D-glucopyranoside;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O002;O002;C0194;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0181;1;LEGACY_CURATED
I04C00003;L01;WCVP_114905;Leaf;CHEM0182;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Genkwanin 8-C-beta-D-glucopyranoside;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O003;O003;C0195;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0182;1;LEGACY_CURATED
I04C00004;L01;WCVP_114905;Leaf;CHEM0194;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Hyperoside;Phenylpropanoids and polyketides;Flavonols;Flavonols;High;1;1;0;STR0109;1;Provisional exact structure accepted;5281643.0;OVSQVDMCBVZWGM-DTGCRPNFSA-N;C21H20O12;464.4;1;E-O011;O011;C0308;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0194;1;LEGACY_CURATED
I04C00005;L01;WCVP_114905;Leaf;CHEM0195;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Isoorientin;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;STR0110;1;Provisional exact structure accepted;114776.0;ODBRNZZJSYPIDI-VJXVFPJBSA-N;C21H20O11;448.4;1;E-O005;O005;C0213;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0195;1;LEGACY_CURATED
I04C00006;L01;WCVP_114905;Leaf;CHEM0206;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Isovitexin;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;STR0118;1;Provisional exact structure accepted;162350.0;MYXNWGACZJSMBT-VJXVFPJBSA-N;C21H20O10;432.4;1;E-O004;O004;C0224;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0206;1;LEGACY_CURATED
I04C00007;L01;WCVP_114905;Leaf;CHEM0220;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Luteolin;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;STR0127;1;Provisional exact structure accepted;5280445.0;IQPNAANSBPBGFQ-UHFFFAOYSA-N;C15H10O6;286.24;1;E-O015;O015;C0241;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0220;1;LEGACY_CURATED
I04C00008;L01;WCVP_114905;Leaf;CHEM0221;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Luteolin 7-O-beta-D-glucopyranoside;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;STR0128;1;Provisional exact structure accepted;5280637.0;PEFNSGRTCBGNAN-QNDFHXLGSA-N;C21H20O11;448.4;1;E-O009;O009;C0242;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0221;1;LEGACY_CURATED
I04C00009;L01;WCVP_114905;Leaf;CHEM0244;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Orientin;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;STR0144;1;Provisional exact structure accepted;5281675.0;PLAPMLGJVGLZOV-VPRICQMDSA-N;C21H20O11;448.4;1;E-O006;O006;C0269;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0244;1;LEGACY_CURATED
I04C00010;L01;WCVP_114905;Leaf;CHEM0274;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Quercetin;Phenylpropanoids and polyketides;Flavonols;Flavonols;High;1;1;0;STR0162;1;Provisional exact structure accepted;5280343.0;REFJWTPEDVJJIY-UHFFFAOYSA-N;C15H10O7;302.23;1;E-O013;O013;C0307;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0274;1;LEGACY_CURATED
I04C00011;L01;WCVP_114905;Leaf;CHEM0275;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Quercetin 3-O-beta-D-glucopyranoside;Phenylpropanoids and polyketides;Flavonols;Flavonols;High;1;1;0;STR0163;1;Provisional exact structure accepted;5280804.0;OVSQVDMCBVZWGM-QSOFNFLRSA-N;C21H20O12;464.4;1;E-O010;O010;C0309;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0275;1;LEGACY_CURATED
I04C00012;L01;WCVP_114905;Leaf;CHEM0337;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Tricin;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;STR0183;1;Provisional exact structure accepted;5281702.0;HRGUSFBJBOKSML-UHFFFAOYSA-N;C17H14O7;330.29;1;E-O012;O012;C0380;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0337;1;LEGACY_CURATED
I04C00013;L01;WCVP_114905;Leaf;CHEM0338;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Tricin 4'-O-beta-D-glucopyranoside;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O008;O008;C0381;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0338;1;LEGACY_CURATED
I04C00014;L01;WCVP_114905;Leaf;CHEM0340;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Tricin 7-O-beta-D-glucopyranoside;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;STR0184;1;Provisional exact structure accepted;5322022.0;JGXFMIJHKASCIZ-LDBVRRDLSA-N;C23H24O12;492.4;1;E-O007;O007;C0383;B;"UV; NMR; MS; comparison with published spectra";0;0;1;1;0;0;CHEM0340;1;LEGACY_CURATED
I04C00015;L01;WCVP_114905;Leaf;CHEM0341;10.1080/14786419.2011.587188;114905.0;Livistona australis;Livistona;Livistona australis;Current species;True;Tricin 7-O-beta-D-glucopyranoside 2''-sulfate, sodium salt;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;1;;0;"No database match; second search/PDF required";;;;;1;E-O001;O001;C0384;A;"UV; 1D/2D NMR; ESI-MS; electrophoresis; controlled and complete acid hydrolysis";0;0;1;1;0;0;CHEM0341;1;LEGACY_CURATED
I04C00016;L03;WCVP_152659;Fruit;CHEM0143;10.1002/ptr.4777;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Diosmetin 7-O-beta-D-apiofuranoside;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O017;O017;C0151;B;"UV shift reagents; 1H/13C NMR; acid hydrolysis; co-PC";0;0;1;0;0;0;CHEM0143;1;LEGACY_CURATED
I04C00017;L03;WCVP_152659;Fruit;CHEM0144;10.1002/ptr.4777;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Diosmetin 7-O-beta-L-arabinofuranosyl-(1->2)-beta-D-apiofuranoside;Phenylpropanoids and polyketides;Flavones;Flavones;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O016;O016;C0152;B;"UV shift reagents; 1H/13C NMR; acid hydrolysis; co-PC";0;0;1;0;0;0;CHEM0144;1;LEGACY_CURATED
I04C00018;L04;WCVP_83104;Root;CHEM0019;10.1007/s10600-009-9427-6;83104.0;Euterpe precatoria;Euterpe;Euterpe precatoria;Current species;True;1-Ethyl beta-D-glucopyranoside;Carbohydrates;Sugars and carbohydrate derivatives;Sugars and carbohydrate derivatives;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O018;O018;C0019;A;"1H/13C and 2D NMR; co-TLC with authentic samples; literature comparison";0;0;1;0;0;0;CHEM0019;1;LEGACY_CURATED
I04C00019;L04;WCVP_83104;Root;CHEM0020;10.1007/s10600-009-9427-6;83104.0;Euterpe precatoria;Euterpe;Euterpe precatoria;Current species;True;1-Methyl beta-D-glucopyranoside (as published);Carbohydrates;Sugars and carbohydrate derivatives;Sugars and carbohydrate derivatives;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O019;O019;C0020;C;"1H/13C and 2D NMR; co-TLC with authentic samples; literature comparison";0;0;1;0;0;0;CHEM0020;1;LEGACY_CURATED
I04C00020;L04;WCVP_83104;Root;CHEM0122;10.1007/s10600-009-9427-6;83104.0;Euterpe precatoria;Euterpe;Euterpe precatoria;Current species;True;D-Glucose, alpha/beta mixture;Carbohydrates;Sugars and carbohydrate derivatives;Sugars and carbohydrate derivatives;High;1;1;0;;0;Observed annotation without exact structure;;;;;1;E-O021;O021;C0129;B;"1H/13C and 2D NMR; co-TLC with authentic samples; literature comparison";0;0;1;0;0;0;CHEM0122;1;LEGACY_CURATED
I04C00021;L04;WCVP_83104;Root;CHEM0211;10.1007/s10600-009-9427-6;83104.0;Euterpe precatoria;Euterpe;Euterpe precatoria;Current species;True;L-Arabinose, alpha/beta mixture;Carbohydrates;Sugars and carbohydrate derivatives;Sugars and carbohydrate derivatives;High;1;1;0;;0;Observed annotation without exact structure;;;;;1;E-O022;O022;C0230;B;"1H/13C and 2D NMR; co-TLC with authentic samples; literature comparison";0;0;1;0;0;0;CHEM0211;1;LEGACY_CURATED
I04C00022;L04;WCVP_83104;Root;CHEM0212;10.1007/s10600-009-9427-6;83104.0;Euterpe precatoria;Euterpe;Euterpe precatoria;Current species;True;L-Rhamnose, alpha/beta mixture;Carbohydrates;Sugars and carbohydrate derivatives;Sugars and carbohydrate derivatives;High;1;1;0;;0;Observed annotation without exact structure;;;;;1;E-O020;O020;C0231;B;"1H/13C and 2D NMR; co-TLC with authentic samples; literature comparison";0;0;1;0;0;0;CHEM0212;1;LEGACY_CURATED
I04C00023;L05;WCVP_114913;Fruit;CHEM0018;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;1-{omega-Isoferuloyl[6-(4-hydroxybutyl)pentadecanoic acid]}glycerol;Phenylpropanoids and polyketides;Phenolic lipids;Phenolic lipids;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O023;O023;C0018;A;"1D/2D NMR; HR-ESI-MS; hydrolysis/GC-MS where applicable";1;0;1;1;0;0;CHEM0018;1;LEGACY_CURATED
I04C00024;L05;WCVP_114913;Fruit;CHEM0024;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;2-(3'-Hydroxy-5'-methoxyphenyl)-3-hydroxymethyl-7-methoxy-2,3-dihydrobenzofuran-5-carboxylic acid;Phenylpropanoids and polyketides;Other phenolics;Other phenolics;Medium;1;1;0;STR0015;1;Provisional exact structure accepted;49868856.0;BICLDEOASFUYGK-UHFFFAOYSA-N;C18H18O7;346.3;1;E-O025;O025;C0024;A;"1D/2D NMR; HR-ESI-MS; hydrolysis/GC-MS where applicable";1;0;1;1;0;0;CHEM0024;1;LEGACY_CURATED
I04C00025;L05;WCVP_114913;Fruit;CHEM0034;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;3-O-Caffeoylshikimic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0018;1;Provisional exact structure accepted;10131826.0;MRDAXWGGWWDUKL-VKJPNVGWSA-N;C16H16O8;336.29;1;E-O030;O030;C0034;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0034;1;LEGACY_CURATED
I04C00026;L05;WCVP_114913;Fruit;CHEM0037;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;3,4-Dihydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0019;1;Provisional exact structure accepted;72.0;YQUVCSBJEUQKSH-UHFFFAOYSA-N;C7H6O4;154.12;1;E-O037;O037;C0299;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0037;1;LEGACY_CURATED
I04C00027;L05;WCVP_114913;Fruit;CHEM0040;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;4-Hydroxybenzaldehyde;Phenylpropanoids and polyketides;Other phenolics;Other phenolics;High;1;1;0;STR0022;1;Provisional exact structure accepted;126.0;RGHHSNMVTDWUBI-UHFFFAOYSA-N;C7H6O2;122.12;1;E-O032;O032;C0040;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0040;1;LEGACY_CURATED
I04C00028;L05;WCVP_114913;Fruit;CHEM0041;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;4-Hydroxybenzoic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0023;1;Provisional exact structure accepted;135.0;FJKROLUGYXJWQN-UHFFFAOYSA-N;C7H6O3;138.12;1;E-O034;O034;C0041;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0041;1;LEGACY_CURATED
I04C00029;L05;WCVP_114913;Fruit;CHEM0045;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;5-O-Caffeoylshikimic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0024;1;Provisional exact structure accepted;5281762.0;QMPHZIPNNJOWQI-GDDAOPKQSA-N;C16H16O8;336.29;1;E-O027;O027;C0046;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0045;1;CURATED_TARGET
I04C00030;L05;WCVP_114913;Fruit;CHEM0046;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;7-Hydroxy-5,4'-dimethoxy-2-arylbenzofuran;Other specialized metabolites;Benzofuran;Benzofuran;Medium;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O026;O026;C0047;A;"1D/2D NMR; HR-ESI-MS; hydrolysis/GC-MS where applicable";1;0;1;1;0;0;CHEM0046;1;LEGACY_CURATED
I04C00031;L05;WCVP_114913;Fruit;CHEM0100;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;Caffeic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0051;1;Provisional exact structure accepted;689043.0;QAIPRVGONGVQAS-DUXPYHPUSA-N;C9H8O4;180.16;1;E-O029;O029;C0105;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0100;1;LEGACY_CURATED
I04C00032;L05;WCVP_114913;Fruit;CHEM0156;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;E-[6'-(5''-Hydroxypentyl)tricosyl] 4-hydroxy-3-methoxycinnamate;Phenylpropanoids and polyketides;Phenolic lipids;Phenolic lipids;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O024;O024;C0165;A;"1D/2D NMR; HR-ESI-MS; hydrolysis/GC-MS where applicable";1;0;1;1;0;0;CHEM0156;1;LEGACY_CURATED
I04C00033;L05;WCVP_114913;Fruit;CHEM0164;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;Esculetin;Phenylpropanoids and polyketides;Coumarins;Coumarins;Medium;1;1;0;STR0083;1;Provisional exact structure accepted;5281416.0;ILEDWLMCKZNDJK-UHFFFAOYSA-N;C9H6O4;178.14;1;E-O031;O031;C0174;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0164;1;LEGACY_CURATED
I04C00034;L05;WCVP_114913;Fruit;CHEM0204;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;Isovanillic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0116;1;Provisional exact structure accepted;12575.0;LBKFGYZQBSGRHY-UHFFFAOYSA-N;C8H8O4;168.15;1;E-O033;O033;C0222;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0204;1;LEGACY_CURATED
I04C00035;L05;WCVP_114913;Fruit;CHEM0205;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;Isovanillin;Phenylpropanoids and polyketides;Other phenolics;Other phenolics;High;1;1;0;STR0117;1;Provisional exact structure accepted;12127.0;JVTZFYYHCGSXJV-UHFFFAOYSA-N;C8H8O3;152.15;1;E-O036;O036;C0223;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0205;1;LEGACY_CURATED
I04C00036;L05;WCVP_114913;Fruit;CHEM0249;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;p-Coumaric acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0146;1;Provisional exact structure accepted;637542.0;NGSWKAQJJWESNS-ZZXKWVIFSA-N;C9H8O3;164.16;1;E-O028;O028;C0274;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0249;1;LEGACY_CURATED
I04C00037;L05;WCVP_114913;Fruit;CHEM0346;10.1016/j.fitote.2011.09.020;114913.0;Livistona chinensis;Livistona;Livistona chinensis;Current species;True;Vanillic acid;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0189;1;Provisional exact structure accepted;8468.0;WKOLLVMJNQIZCI-UHFFFAOYSA-N;C8H8O4;168.15;1;E-O035;O035;C0392;B;Spectroscopic data compared with literature;0;0;0;0;0;1;CHEM0346;1;LEGACY_CURATED
I04C00038;L06;WCVP_152659;Fruit;CHEM0081;10.1016/j.foodchem.2009.03.002;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Biochanin A;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0048;1;Provisional exact structure accepted;5280373.0;WUADCCWRTIWANL-UHFFFAOYSA-N;C16H12O5;284.26;1;E-O049;O049;C0086;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0081;1;LEGACY_CURATED
I04C00039;L06;WCVP_152659;Fruit;CHEM0117;10.1016/j.foodchem.2009.03.002;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Coumestrol;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0062;1;Provisional exact structure accepted;5281707.0;ZZIALNLLNHEQPJ-UHFFFAOYSA-N;C15H8O5;268.22;1;E-O053;O053;C0124;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0117;1;LEGACY_CURATED
I04C00040;L06;WCVP_152659;Fruit;CHEM0129;10.1016/j.foodchem.2009.03.002;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Daidzein;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0065;1;Provisional exact structure accepted;5281708.0;ZQSIJRDFPHDXIC-UHFFFAOYSA-N;C15H10O4;254.24;1;E-O046;O046;C0136;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0129;1;LEGACY_CURATED
I04C00041;L06;WCVP_152659;Fruit;CHEM0176;10.1016/j.foodchem.2009.03.002;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Formononetin;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0094;1;Provisional exact structure accepted;5280378.0;HKQYGTCOTHHOMP-UHFFFAOYSA-N;C16H12O4;268.26;1;E-O050;O050;C0188;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0176;1;LEGACY_CURATED
I04C00042;L06;WCVP_152659;Fruit;CHEM0180;10.1016/j.foodchem.2009.03.002;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Genistein;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0097;1;Provisional exact structure accepted;5280961.0;TZBJGXHYKVUXJN-UHFFFAOYSA-N;C15H10O5;270.24;1;E-O047;O047;C0193;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0180;1;LEGACY_CURATED
I04C00043;L06;WCVP_152659;Fruit;CHEM0183;10.1016/j.foodchem.2009.03.002;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Glycitein;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0098;1;Provisional exact structure accepted;5317750.0;DXYUAIFZCFRPTH-UHFFFAOYSA-N;C16H12O5;284.26;1;E-O048;O048;C0198;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0183;1;LEGACY_CURATED
I04C00044;L06;WCVP_152659;Fruit;CHEM0223;10.1016/j.foodchem.2009.03.002;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Matairesinol;Phenylpropanoids and polyketides;Lignans and neolignans;Lignans and neolignans;High;1;1;0;STR0129;1;Provisional exact structure accepted;119205.0;MATGKVZWFZHCLI-LSDHHAIUSA-N;C20H22O6;358.4;1;E-O052;O052;C0246;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0223;1;LEGACY_CURATED
I04C00045;L06;WCVP_152659;Fruit;CHEM0285;10.1016/j.foodchem.2009.03.002;152659.0;Phoenix dactylifera;Phoenix;Phoenix dactylifera;Current species;True;Secoisolariciresinol;Phenylpropanoids and polyketides;Lignans and neolignans;Lignans and neolignans;High;1;1;0;STR0171;1;Provisional exact structure accepted;65373.0;PUETUDUXMCLALY-HOTGVXAUSA-N;C20H26O6;362.4;1;E-O051;O051;C0320;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0285;1;LEGACY_CURATED
I04C00046;L06;WCVP_44645;Fruit;CHEM0081;10.1016/j.foodchem.2009.03.002;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Biochanin A;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0048;1;Provisional exact structure accepted;5280373.0;WUADCCWRTIWANL-UHFFFAOYSA-N;C16H12O5;284.26;1;E-O041;O041;C0086;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0081;1;LEGACY_CURATED
I04C00047;L06;WCVP_44645;Fruit;CHEM0117;10.1016/j.foodchem.2009.03.002;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Coumestrol;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0062;1;Provisional exact structure accepted;5281707.0;ZZIALNLLNHEQPJ-UHFFFAOYSA-N;C15H8O5;268.22;1;E-O045;O045;C0124;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0117;1;LEGACY_CURATED
I04C00048;L06;WCVP_44645;Fruit;CHEM0129;10.1016/j.foodchem.2009.03.002;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Daidzein;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0065;1;Provisional exact structure accepted;5281708.0;ZQSIJRDFPHDXIC-UHFFFAOYSA-N;C15H10O4;254.24;1;E-O038;O038;C0136;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0129;1;LEGACY_CURATED
I04C00049;L06;WCVP_44645;Fruit;CHEM0176;10.1016/j.foodchem.2009.03.002;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Formononetin;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0094;1;Provisional exact structure accepted;5280378.0;HKQYGTCOTHHOMP-UHFFFAOYSA-N;C16H12O4;268.26;1;E-O042;O042;C0188;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0176;1;LEGACY_CURATED
I04C00050;L06;WCVP_44645;Fruit;CHEM0180;10.1016/j.foodchem.2009.03.002;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Genistein;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0097;1;Provisional exact structure accepted;5280961.0;TZBJGXHYKVUXJN-UHFFFAOYSA-N;C15H10O5;270.24;1;E-O039;O039;C0193;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0180;1;LEGACY_CURATED
I04C00051;L06;WCVP_44645;Fruit;CHEM0183;10.1016/j.foodchem.2009.03.002;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Glycitein;Phenylpropanoids and polyketides;Isoflavonoids;Isoflavonoids;High;1;1;0;STR0098;1;Provisional exact structure accepted;5317750.0;DXYUAIFZCFRPTH-UHFFFAOYSA-N;C16H12O5;284.26;1;E-O040;O040;C0198;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0183;1;LEGACY_CURATED
I04C00052;L06;WCVP_44645;Fruit;CHEM0223;10.1016/j.foodchem.2009.03.002;44645.0;Cocos nucifera;Cocos;Cocos nucifera;Current species;True;Matairesinol;Phenylpropanoids and polyketides;Lignans and neolignans;Lignans and neolignans;High;1;1;0;STR0129;1;Provisional exact structure accepted;119205.0;MATGKVZWFZHCLI-LSDHHAIUSA-N;C20H22O6;358.4;1;E-O044;O044;C0246;A;LC-MS/MS with 13C3-labelled internal standards;0;1;0;1;0;0;CHEM0223;1;LEGACY_CURATED
